ID,sid,RMSE,RMSE_lower_bound,RMSE_upper_bound,MAE,MAE_lower_bound,MAE_upper_bound,ME,ME_lower_bound,ME_upper_bound,R2,R2_lower_bound,R2_upper_bound,m,m_lower_bound,m_upper_bound,kendall_tau,kendall_tau_lower_bound,kendall_tau_upper_bound
RESP/GAFF/MMPBSA-Cor,20,1.2412627978527886,0.733734650480984,2.449806811371421,0.9533333333333331,0.5744804117017417,2.1307073635329914,0.9377777777777775,-0.12441428257452497,1.9880378600797723,0.9424527221058165,0.10265902867490634,0.9744637593084572,0.6525768028856028,0.17545263087935642,1.137322174066282,0.8333333333333334,0.03225806451612904,1.0
AMOEBA/DDM/BAR,29,1.2466265590696268,0.6819050601427505,2.5531462776853417,0.9166666666666666,0.5414908648517276,2.1345098139932808,-0.35888888888888903,-1.5912237838164127,0.8273261056549575,0.8013307051300843,0.35626068380333614,0.971936715570394,1.1082038107706171,0.5796046148316818,1.9443713845133166,0.7222222222222222,0.17241379310344832,1.0
AMOEBA/DDM/BAR_2,30,1.7849089612638511,0.8554561811444502,3.2372374068575325,1.3077777777777777,0.6739177852225036,2.695237639380273,-0.6188888888888893,-2.0930105093635856,0.7714385445768965,0.5541712409021652,0.037023729504962945,0.95770033788976,0.8664491144080213,0.13592904687710555,1.9188982090939217,0.5,-0.09090909090909091,1.0
xtb-GNF/Machine Learning/CORINA MD,28,2.259318973102785,1.3843727366955574,3.429135570284461,1.905555555555556,1.0854048472299564,3.083035749302612,0.37444444444444425,-1.270678956702371,2.1307815080226304,0.00838420569410979,0.00022804992408249466,0.7763364736129743,0.03870914732843453,-0.583948133204977,0.5047646700513025,0.05555555555555555,-0.6774193548387097,0.7777777777777778
AMOEBA/DDM/BAR_3,31,2.32022987366913,1.4217971784507273,3.581012888076398,2.051111111111111,1.1322117889958474,3.220855227415555,-0.2911111111111113,-1.951570882167102,1.521541370245894,0.6065494264137499,0.2061144170385675,0.9172494795241593,1.2952744691514912,0.5425969091627135,2.4077547351217423,0.7777777777777778,0.2413793103448276,1.0
Docking/GAFF/YANK_REF,REF4,4.04511492763528,1.5405303257179102,5.876974698910498,2.901666666666667,1.2119348319282344,4.933891957676952,2.4023333333333334,0.4098625276842269,4.665887423683748,0.11653827977074672,0.0006083262355035317,0.653243814217333,-0.29683030102184754,-1.0570175549819925,0.5300387070164981,-0.1111111111111111,-0.696969696969697,0.6
B2PLYPD3/SMD_QZ-R,23,4.524617847583005,2.552585105144889,6.407922729374912,3.6966666666666663,1.9541960997288497,5.685501694579445,3.1500000000000004,0.8540444600393394,5.499426018930109,0.4861543735417373,0.021697483841608346,0.9244696944750139,1.428477526751259,-0.17122882909127515,2.919054207019823,0.36623351038235713,-0.3333333333333333,0.8787878787878788
B2PLYPD3/SMD_QZ-NR,24,4.6389594139682275,2.7701642934615616,6.455287282968624,3.9522222222222223,2.2333976128495245,5.829809994947345,2.6944444444444446,0.0585733566519754,5.331636679036794,0.5808464993598749,0.03079575469909558,0.9626688320245987,1.8433925006093834,-0.23659471637509347,3.2780266082956904,0.3888888888888889,-0.31249999999999994,0.9310344827586208
FSDAM/GAFF2/OPC3,14,5.074265135629657,3.1239172265159936,8.83970736307177,4.687777777777778,2.533014064211999,7.861581082434447,-0.7944444444444447,-5.319484116627252,3.399666271902814,0.7707603088376686,0.007595878223854901,0.9426962299329152,-1.2585293175176584,-2.6471529557463356,0.18051588897706106,-0.5916079783099616,-1.0,0.2413793103448276
B2PLYPD3/SMD_TZ,22,5.077526738263204,3.043438758449085,7.026967641765844,4.2188888888888885,2.3923455386259778,6.371729112150336,3.3611111111111107,0.6740685875372168,6.04460548335224,0.5784974237377498,0.022199235683952323,0.9613734884503962,1.8493247480985864,-0.29208591412618073,3.310271863526084,0.3888888888888889,-0.33333333333333337,0.935483870967742
RESP/GAFF/MMPBSA/Nmode,18,5.841354485239037,4.466278896420377,7.30851587848482,5.6000000000000005,4.20290967427313,7.028823712751203,-5.6000000000000005,-7.025810476676573,-4.199227433026291,0.8120238993733768,0.4390294294593913,0.9820082414670361,1.3992262881275626,0.7881154129451617,2.399355616320852,0.8333333333333334,0.31249999999999994,1.0
RESP/GAFF/MMPBSA,19,8.072565336441144,6.957753036419787,9.334134182317456,7.98,6.812012133561124,9.200470127175432,7.98,6.812012133561124,9.200470127175432,0.9420524817913369,0.5441066397737332,0.9891505863590143,1.4479652062455668,0.9599329689849994,1.9914723285632205,0.8333333333333334,0.3939393939393939,1.0
B2PLYPD3/SMD_DZ,21,8.134190528599362,5.623431162954941,10.34105513000863,7.172222222222222,4.567906487631658,9.75490893121755,7.172222222222222,4.483175912945964,9.750331563216044,0.5537428822519493,0.018721463006072626,0.9647422219129466,1.8034141919298432,-0.36184678560472233,3.2811611581968267,0.3888888888888889,-0.3333333333333333,0.935483870967742
AM1-BCC/GAFF/MMPBSA,17,10.959236591417609,9.02208619726578,12.798591493986793,10.606666666666664,8.591296434033646,12.586042375126901,10.606666666666664,8.591296434033646,12.586042375126901,0.9122161041153923,0.5852199268958577,0.9861724587129527,2.1199540976602407,1.5504998453440768,2.832384798485503,0.8888888888888888,0.42857142857142855,1.0
RESP/GAFF/MMGBSA,16,11.849258767253476,10.287429553809263,13.472515014996823,11.682222222222224,10.122688655071137,13.286957085097827,11.682222222222224,10.122688655071137,13.286957085097827,0.8771146510676961,0.4000548615811518,0.9884930420822534,1.6876959271259275,1.1013632867768517,2.363862673496295,0.7777777777777778,0.22580645161290325,1.0
